transaction_id,timestamp,amount,customer_id,merchant_id,merchant_category,distance_from_home,customer_age,transaction_velocity_daily,fraud,account_id,transaction_type,location,ip_address,channel,customer_occupation,transaction_duration,verification_attempt,login_attempt,account_balance,account_type,hour_of_day,previous_transactions_timestamp
T00007215,2025-03-02 09:27:50,9595.0,C0002230,M00360,grocery,47.54,54,3,0,ACC80162053,CR,Kanpur,103.5.227.74,Branch,Sales Professional,23.0,1,1,70882.88,Current,9,2025-03-01 12:13:29
T00008309,2025-03-02 09:29:17,4189.0,C0001438,M00049,restaurant,14.29,48,2,0,ACC19553585,DR,Patna,103.5.4.226,ATM,Architect,27.2,1,1,96663.12,Current,9,2025-03-01 11:22:37
T00001145,2025-03-02 09:29:39,5546.0,C0004567,M00214,grocery,7.12,23,3,0,ACC46836194,CR,Dhanbad,103.0.128.61,Phone Banking,Driver,20.7,1,1,48876.54,Recurring Deposit,9,2025-03-01 12:41:49
T00000144,2025-03-02 09:34:32,7080.0,C0001520,M00856,retail,3.79,56,2,0,ACC97858385,DR,Visakhapatnam,45.112.120.93,ATM,Student,22.4,1,1,58310.15,Recurring Deposit,9,2025-03-01 07:56:04
T00008473,2025-03-02 09:42:20,3013.0,C0004629,M00274,retail,6.85,28,3,0,ACC89520597,CR,Bhopal,103.2.88.166,Mobile App,Homemaker,28.9,1,1,80692.23,Current,9,2025-02-28 20:18:15
T00007952,2025-03-02 09:44:47,4166.0,C0000186,M00105,retail,12.36,49,4,0,ACC54559574,DR,Bangalore,45.113.113.58,Online,Doctor,24.1,1,1,78126.34,Recurring Deposit,9,2025-03-01 01:59:59
T00008549,2025-03-02 09:51:48,3998.0,C0003640,M00892,retail,12.1,66,1,0,ACC65343143,CR,Dhanbad,103.3.250.38,Branch,Self-employed,19.9,1,1,32535.0,Savings,9,2025-02-28 18:05:18
T00003379,2025-03-02 09:54:53,2636.0,C0001933,M00156,electronics,0.62,43,4,0,ACC11246473,CR,Delhi,45.112.242.239,Mobile App,Lawyer,24.9,1,1,52653.25,Savings,9,2025-02-28 20:26:40
T00009711,2025-03-02 09:56:10,9401.0,C0004761,M00419,travel,183.15,47,20,1,ACC84455942,DR,Chennai,45.112.206.4,Mobile App,Self-employed,13.3,1,2,23448.71,Current,9,2025-03-01 09:19:35
T00003924,2025-03-02 09:58:14,4199.0,C0003779,M00673,utilities,10.71,45,4,0,ACC18484847,DR,Ludhiana,103.1.33.33,Branch,Lawyer,27.6,1,1,64210.96,Savings,9,2025-03-02 07:07:10
T00001164,2025-03-02 10:02:04,15180.000000000002,C0003797,M00809,healthcare,5.57,42,1,0,ACC14102122,CR,Amritsar,103.0.144.10,Phone Banking,Driver,19.9,1,1,41416.37,Savings,10,2025-02-28 19:15:24
T00008970,2025-03-02 10:19:07,3693.0,C0000637,M00765,healthcare,5.04,52,3,0,ACC84724345,DR,Amritsar,103.7.229.109,Branch,Retired,4.6,1,1,85945.03,Salary,10,2025-03-02 02:31:05
T00005771,2025-03-02 10:28:20,4633.0,C0004512,M00561,grocery,1.94,35,4,0,ACC11415698,DR,Faridabad,45.112.160.235,Online,Sales Professional,25.3,1,1,76569.28,Savings,10,2025-03-01 04:17:28
T00009222,2025-03-02 10:30:56,13962.0,C0001279,M00259,grocery,2.33,32,2,0,ACC40150759,CR,Hyderabad,103.5.17.129,Mobile App,Teacher,32.2,1,1,17505.72,Salary,10,2025-02-28 15:22:11
T00005200,2025-03-02 10:34:16,3922.0,C0002188,M00041,healthcare,0.23,24,5,0,ACC61532114,CR,Ghaziabad,45.112.45.76,ATM,IT Professional,18.9,1,1,61282.98,Salary,10,2025-03-02 04:30:09
T00005619,2025-03-02 10:35:42,4681.0,C0001324,M00154,grocery,8.4,44,3,0,ACC81691040,CR,Chennai,103.5.245.154,Phone Banking,Nurse,20.6,1,1,41228.63,Savings,10,2025-03-01 22:21:34
T00006302,2025-03-02 10:36:36,14243.0,C0003963,M00500,grocery,1.69,47,4,0,ACC35556386,DR,Ghaziabad,103.1.184.4,Mobile App,Nurse,24.9,1,1,57705.99,Savings,10,2025-03-01 23:18:42
T00007863,2025-03-02 10:43:12,2871.0,C0000191,M00659,grocery,23.24,35,5,0,ACC95199362,DR,Kolkata,45.112.110.176,ATM,IT Professional,17.9,1,1,-21480.22,Salary,10,2025-02-28 13:08:23
T00003266,2025-03-02 10:47:45,2268.0,C0003681,M00713,healthcare,0.52,38,6,0,ACC66519399,DR,Ghaziabad,103.4.191.178,Mobile App,Lawyer,29.9,1,1,24805.07,Savings,10,2025-03-01 17:43:56
T00004211,2025-03-02 10:50:13,3188.0,C0000124,M00142,restaurant,8.68,43,2,0,ACC15614174,CR,Hyderabad,45.112.193.77,Phone Banking,Banker,24.3,1,1,16806.36,Savings,10,2025-03-01 02:41:44
T00007134,2025-03-02 10:54:48,3695.000000000001,C0001943,M00705,travel,12.47,40,5,0,ACC30284415,CR,Agra,103.2.81.123,Branch,Manager,25.1,1,1,37067.95,Savings,10,2025-03-01 04:04:09
T00002909,2025-03-02 11:00:49,19193.0,C0001439,M00256,grocery,14.97,38,6,0,ACC65833185,CR,Mumbai,103.5.56.58,Online,Engineer,24.1,1,1,50122.66,Recurring Deposit,11,2025-03-01 17:24:43
T00001341,2025-03-02 11:03:06,5476.0,C0000877,M00995,grocery,6.56,45,4,0,ACC95851936,DR,Nagpur,45.114.150.229,ATM,Student,35.4,1,1,18127.35,Recurring Deposit,11,2025-03-01 10:05:43
T00007270,2025-03-02 11:13:44,980.0,C0001763,M00392,retail,0.14,29,3,0,ACC23556182,DR,Amritsar,45.113.54.61,Phone Banking,Teacher,35.3,1,1,51209.26,Salary,11,2025-03-02 07:27:44
T00001416,2025-03-02 11:16:35,5780.0,C0003038,M00299,healthcare,2.88,40,4,0,ACC35297417,CR,Kanpur,103.1.5.39,Online,Teacher,28.1,1,1,86458.98,Current,11,2025-02-28 11:47:56
T00002940,2025-03-02 11:17:56,14791.0,C0001365,M00954,healthcare,1.96,47,2,0,ACC51536077,DR,Varanasi,103.4.228.133,Branch,Government Employee,32.1,1,1,79193.29,Salary,11,2025-03-01 20:50:25
T00000259,2025-03-02 11:28:25,11847.0,C0004236,M00686,grocery,2.43,44,1,0,ACC67276174,DR,Thane,45.113.247.124,Branch,Lawyer,24.4,1,1,47482.74,Savings,11,2025-03-01 18:29:47
T00005240,2025-03-02 11:29:19,4930.0,C0000298,M00059,grocery,20.8,27,1,0,ACC20399639,CR,Kolkata,45.113.134.25,Online,Business Owner,6.2,1,1,62122.99,Salary,11,2025-03-01 07:56:50
T00005541,2025-03-02 11:31:12,29001.0,C0000568,M00792,utilities,1.24,59,5,0,ACC21279580,CR,Delhi,103.7.251.141,ATM,Architect,45.1,1,1,-10262.53,Savings,11,2025-03-02 00:31:41
T00008332,2025-03-02 11:35:55,6344.0,C0002198,M00334,travel,25.26,47,3,0,ACC56630633,CR,Chennai,103.7.180.72,Mobile App,Banker,36.8,1,1,38592.65,Recurring Deposit,11,2025-03-01 14:36:16
T00004687,2025-03-02 11:47:35,2111.0,C0004021,M00854,retail,23.98,26,4,0,ACC92352411,CR,Ahmedabad,103.3.153.190,Branch,Accountant,33.0,1,1,22567.45,Salary,11,2025-03-01 02:06:19
T00006938,2025-03-02 11:56:50,3553.0,C0003465,M00796,retail,18.96,52,7,0,ACC87568940,CR,Lucknow,45.112.211.149,Branch,Driver,24.1,1,1,62474.48,Savings,11,2025-03-02 03:54:20
T00000686,2025-03-02 12:01:41,4293.0,C0000198,M00172,retail,6.69,31,3,0,ACC56321751,CR,Rajkot,45.115.32.46,Mobile App,Doctor,24.1,1,1,21435.47,Savings,12,2025-02-28 22:54:11
T00008480,2025-03-02 12:04:37,3958.0,C0003043,M00261,travel,0.74,47,3,0,ACC59755172,DR,Bangalore,103.3.44.85,Branch,Lawyer,33.4,1,1,96444.89,Current,12,2025-02-28 14:41:03
T00008460,2025-03-02 12:10:23,2578.0,C0003563,M00051,entertainment,3.75,14,3,0,ACC69934576,CR,Indore,45.113.160.231,ATM,Government Employee,37.3,1,1,75045.11,Current,12,2025-03-01 16:49:30
T00000867,2025-03-02 12:15:49,7628.0,C0001575,M00103,travel,28.05,36,5,0,ACC47358810,CR,Mumbai,45.113.231.179,Mobile App,Consultant,48.4,1,1,65167.4,Current,12,2025-03-02 05:00:11
T00002877,2025-03-02 12:16:35,2800.0,C0001450,M00900,utilities,4.12,53,5,0,ACC52980983,CR,Ahmedabad,103.7.29.84,ATM,Manager,31.0,1,1,32275.04,Current,12,2025-03-01 15:33:47
T00004523,2025-03-02 12:27:18,43488.0,C0002984,M00144,restaurant,7.03,37,2,0,ACC86884584,DR,Lucknow,45.114.147.162,Online,Lawyer,12.4,1,1,68056.52,Savings,12,2025-03-02 11:12:00
T00007727,2025-03-02 12:27:56,1085.0,C0003128,M00551,travel,0.18,36,0,0,ACC10704803,DR,Dhanbad,45.114.0.194,Phone Banking,Retired,23.2,1,1,14387.14,Recurring Deposit,12,2025-03-01 01:41:55
T00008104,2025-03-02 12:28:37,1716.0,C0002670,M00517,grocery,9.51,28,2,0,ACC69421007,DR,Indore,45.114.82.177,Online,Homemaker,14.0,1,1,40120.34,Recurring Deposit,12,2025-03-02 07:35:26
T00006940,2025-03-02 12:34:16,3554.9999999999995,C0001702,M00516,grocery,2.58,59,2,0,ACC87025433,CR,Ahmedabad,103.0.117.55,Phone Banking,Doctor,21.4,1,1,49510.17,Current,12,2025-03-02 06:30:14
T00004056,2025-03-02 12:35:34,23561.0,C0004323,M00386,healthcare,4.12,28,1,0,ACC79834723,CR,Delhi,103.6.15.37,Phone Banking,Accountant,14.1,1,1,51044.88,Savings,12,2025-03-01 03:29:08
T00008254,2025-03-02 12:42:52,6125.0,C0000472,M00862,grocery,3.91,31,3,0,ACC22543044,DR,Hyderabad,103.3.10.173,Online,Doctor,47.4,1,1,29867.37,Savings,12,2025-03-01 05:35:39
T00009810,2025-03-02 12:59:22,7228.0,C0000472,M00438,entertainment,175.5,37,9,1,ACC87265240,DR,Varanasi,103.2.36.114,Online,Lawyer,20.7,1,4,-12459.19,Savings,12,2025-03-01 19:59:51
T00000885,2025-03-02 13:02:20,34609.0,C0000788,M00716,entertainment,11.19,17,1,0,ACC18004482,DR,Visakhapatnam,103.0.109.25,ATM,Accountant,35.9,1,1,72836.29,Savings,13,2025-02-28 16:24:21
T00008486,2025-03-02 13:07:47,8286.0,C0004442,M00126,healthcare,33.45,22,1,0,ACC67665720,CR,Visakhapatnam,103.5.138.40,ATM,Sales Professional,22.6,1,1,37127.31,Recurring Deposit,13,2025-03-01 05:54:12
T00003940,2025-03-02 13:09:41,7977.0,C0002966,M00551,restaurant,8.5,46,2,0,ACC25898299,DR,Bhopal,103.7.248.45,Phone Banking,Homemaker,3.5,1,1,56744.17,Savings,13,2025-03-02 09:20:29
T00004639,2025-03-02 13:09:57,321.0,C0004469,M00340,entertainment,10.9,33,3,0,ACC46670512,CR,Meerut,45.114.220.152,ATM,Business Owner,19.7,1,1,48420.9,Current,13,2025-03-02 03:04:28
T00000565,2025-03-02 13:10:32,3630.0,C0001278,M00663,travel,19.64,45,3,0,ACC40838737,DR,Pune,103.1.154.30,Branch,Self-employed,19.8,1,1,19750.97,Savings,13,2025-03-01 12:06:52
T00006820,2025-03-02 13:10:39,40023.0,C0000238,M00648,electronics,1.11,27,1,0,ACC63992760,CR,Chennai,45.113.1.132,Phone Banking,Engineer,30.9,1,1,43918.14,Recurring Deposit,13,2025-03-01 12:16:35
T00003590,2025-03-02 13:15:35,15891.999999999998,C0002177,M00095,electronics,16.57,36,4,0,ACC76669607,DR,Thane,103.3.198.164,ATM,Architect,24.9,1,1,21640.97,Savings,13,2025-03-02 09:35:14
T00009966,2025-03-02 13:17:02,61928.0,C0000185,M00782,jewelry,58.97,58,4,1,ACC17122263,DR,Amritsar,45.113.18.64,Mobile App,Government Employee,12.3,3,1,11152.36,Savings,13,2025-03-01 06:48:00
T00006639,2025-03-02 13:28:46,5238.0,C0002355,M00306,retail,5.07,43,1,0,ACC57623800,CR,Meerut,45.113.18.177,Phone Banking,Consultant,9.2,1,1,35931.29,Salary,13,2025-03-01 19:50:27
T00006010,2025-03-02 13:31:38,5148.0,C0001805,M00489,healthcare,2.26,61,3,0,ACC56020613,CR,Ghaziabad,45.114.252.250,Online,Self-employed,24.8,1,1,68260.98,Salary,13,2025-03-02 08:12:04
T00002928,2025-03-02 13:34:37,26457.0,C0001403,M00657,retail,14.3,28,4,0,ACC95387542,DR,Aurangabad,103.4.72.235,Mobile App,Architect,17.4,1,1,56108.77,Recurring Deposit,13,2025-03-02 07:39:41
T00006195,2025-03-02 13:38:43,4702.0,C0002309,M00605,travel,0.7,35,4,0,ACC23335151,CR,Thane,103.4.47.214,Branch,Retired,20.1,1,1,59508.33,Current,13,2025-03-01 23:37:22
T00000774,2025-03-02 13:40:53,10168.0,C0002463,M00453,restaurant,4.35,38,3,0,ACC96727439,DR,Chennai,45.113.109.210,Branch,Chef,13.2,1,1,59866.23,Savings,13,2025-03-01 08:08:01
T00000512,2025-03-02 13:42:51,4299.0,C0001161,M00720,utilities,8.71,10,2,0,ACC32417070,DR,Jaipur,45.115.152.51,Phone Banking,Accountant,27.2,1,1,31306.52,Savings,13,2025-03-01 04:47:07
T00008036,2025-03-02 13:47:01,1155.0,C0000970,M00018,grocery,13.01,42,3,0,ACC88862539,DR,Faridabad,45.113.11.177,Mobile App,Sales Professional,27.7,1,1,100894.45,Current,13,2025-03-02 06:43:50
T00008096,2025-03-02 13:51:33,17304.0,C0001894,M00765,retail,2.66,44,5,0,ACC68810561,CR,Nashik,103.5.70.125,Mobile App,Self-employed,26.2,1,1,60248.6,Salary,13,2025-03-01 19:44:07
T00002334,2025-03-02 13:51:34,13300.0,C0001660,M00387,restaurant,0.09,48,4,0,ACC36802975,CR,Aurangabad,103.5.227.213,Mobile App,Consultant,5.9,1,1,27133.61,Savings,13,2025-03-01 04:02:49
T00004021,2025-03-02 13:55:52,1315.0,C0002082,M00008,restaurant,0.79,41,4,0,ACC11649277,CR,Indore,103.3.178.196,Online,Business Owner,26.5,1,1,71923.71,Salary,13,2025-02-28 21:40:32
T00008392,2025-03-02 13:56:39,26352.0,C0000927,M00257,retail,7.11,8,2,0,ACC48401154,CR,Srinagar,103.5.128.106,Mobile App,Self-employed,28.0,1,1,69524.12,Recurring Deposit,13,2025-03-01 18:24:25
T00009604,2025-03-02 13:57:43,101093.0,C0003055,M00508,electronics,265.61,50,8,1,ACC68186525,DR,Kolkata,103.7.174.45,Online,Teacher,9.0,2,1,21956.03,Savings,13,2025-03-01 10:03:47
T00004241,2025-03-02 14:07:25,13322.999999999998,C0003871,M00345,retail,23.9,47,1,0,ACC85146293,CR,Kolkata,103.1.172.201,Mobile App,Accountant,32.1,1,1,37075.1,Current,14,2025-03-01 12:37:14
T00008501,2025-03-02 14:11:32,3476.0,C0002929,M00906,utilities,11.51,25,2,0,ACC23041121,CR,Pune,45.113.180.190,Branch,Retired,20.3,1,1,61310.81,Recurring Deposit,14,2025-03-01 14:42:25
T00008822,2025-03-02 14:15:48,7118.000000000001,C0000450,M00284,electronics,28.11,65,5,0,ACC40725714,CR,Delhi,45.115.10.64,Branch,Sales Professional,42.9,1,1,29775.72,Current,14,2025-03-01 17:47:21
T00008858,2025-03-02 14:15:59,1099.0,C0001639,M00807,restaurant,6.86,31,5,0,ACC63640499,CR,Jaipur,103.3.16.201,ATM,Sales Professional,22.3,1,1,47643.32,Savings,14,2025-03-02 00:55:05
T00007404,2025-03-02 14:19:23,2522.0,C0002942,M00647,utilities,4.1,14,0,0,ACC68664992,CR,Rajkot,45.115.167.57,Branch,Lawyer,29.0,1,1,58598.5,Savings,14,2025-02-28 18:16:16
T00001419,2025-03-02 14:24:22,9073.0,C0000810,M00366,entertainment,0.27,26,2,0,ACC48398732,DR,Meerut,103.2.87.6,Online,Chef,31.2,1,1,32445.59,Current,14,2025-03-01 13:38:09
T00001824,2025-03-02 14:25:38,6463.0,C0002438,M00041,restaurant,6.65,58,4,0,ACC60354777,CR,Ludhiana,103.3.225.217,Phone Banking,Doctor,41.7,1,1,27512.22,Recurring Deposit,14,2025-03-01 20:35:45
T00004462,2025-03-02 14:26:49,12686.0,C0000372,M00879,grocery,12.72,41,7,0,ACC95641960,DR,Indore,45.114.230.134,Phone Banking,Nurse,41.5,1,1,61573.94,Savings,14,2025-03-01 06:57:12
T00001660,2025-03-02 14:28:45,20380.0,C0001116,M00657,utilities,8.14,37,2,0,ACC62559853,DR,Varanasi,45.112.102.237,ATM,Engineer,21.3,1,1,37611.91,Savings,14,2025-03-01 05:35:11
T00005291,2025-03-02 14:30:33,8620.0,C0001236,M00178,electronics,11.95,41,1,0,ACC99541016,CR,Pune,103.7.54.83,ATM,Chef,31.9,1,1,12052.87,Current,14,2025-02-28 15:16:03
T00001471,2025-03-02 14:41:15,2967.0,C0003862,M00199,entertainment,3.31,27,3,0,ACC66431351,DR,Ahmedabad,103.1.40.156,Branch,Doctor,34.2,1,1,104813.39,Salary,14,2025-02-28 20:02:47
T00002521,2025-03-02 14:44:21,108059.0,C0004995,M00713,electronics,7.38,46,3,0,ACC64807553,DR,Amritsar,103.7.241.170,Online,Manager,26.5,1,1,86596.49,Salary,14,2025-03-02 00:44:44
T00009595,2025-03-02 14:47:36,23199.0,C0001360,M00822,travel,48.29,11,4,1,ACC79718627,DR,Meerut,45.112.150.131,Mobile App,Driver,13.6,3,1,26077.88,Salary,14,2025-03-01 21:08:00
T00004629,2025-03-02 14:53:55,8354.0,C0004150,M00052,restaurant,2.79,41,5,0,ACC68137264,DR,Dhanbad,103.1.156.161,Online,Accountant,21.1,1,1,36602.89,Savings,14,2025-03-02 02:31:52
T00001983,2025-03-02 14:56:10,12933.000000000002,C0004418,M00708,retail,1.45,39,1,0,ACC31127198,DR,Varanasi,103.1.253.251,Phone Banking,Doctor,27.1,1,1,52880.39,Current,14,2025-02-28 21:51:02
T00001352,2025-03-02 15:07:04,9383.0,C0004251,M00123,grocery,2.04,55,2,0,ACC35171649,DR,Nashik,45.114.135.138,Online,Student,30.8,1,1,67717.02,Savings,15,2025-03-01 14:04:04
T00007681,2025-03-02 15:07:53,2440.0,C0002350,M00881,travel,11.77,27,5,0,ACC86745380,DR,Pune,103.1.16.163,ATM,Doctor,29.1,1,1,55369.95,Salary,15,2025-03-01 12:16:11
T00007488,2025-03-02 15:10:10,7015.000000000001,C0004324,M00867,entertainment,67.47,51,4,0,ACC95899313,DR,Thane,103.0.114.244,ATM,Lawyer,54.3,1,1,33700.57,Salary,15,2025-03-01 09:27:23
T00008253,2025-03-02 15:21:07,1959.0,C0001445,M00763,restaurant,17.91,16,4,0,ACC41796721,DR,Delhi,45.115.91.114,Mobile App,Consultant,30.8,1,1,47647.53,Savings,15,2025-03-01 07:48:28
T00004893,2025-03-02 15:23:44,4823.0,C0001037,M00110,healthcare,4.29,66,3,0,ACC41568532,CR,Hyderabad,103.1.107.239,Phone Banking,Manager,24.7,1,1,30011.77,Salary,15,2025-03-01 17:54:40
T00009739,2025-03-02 15:26:10,41045.0,C0000561,M00050,jewelry,1.14,14,6,1,ACC15843091,DR,Delhi,103.2.116.177,Mobile App,Self-employed,22.7,1,1,-12294.59,Savings,15,2025-03-02 03:30:10
T00003393,2025-03-02 15:28:21,5062.0,C0002094,M00053,restaurant,4.45,72,4,0,ACC76306502,DR,Hyderabad,103.2.10.44,Phone Banking,Doctor,11.8,1,1,60200.44,Recurring Deposit,15,2025-02-28 18:56:05
T00009870,2025-03-02 15:33:38,7625.0,C0004116,M00449,jewelry,29.44,39,4,1,ACC51949529,DR,Ahmedabad,103.7.60.229,Online,IT Professional,26.6,2,3,-521.99,Salary,15,2025-03-01 03:51:45
T00000507,2025-03-02 15:38:19,2301.0,C0004303,M00894,travel,23.25,42,5,0,ACC57242616,DR,Visakhapatnam,103.4.147.203,Phone Banking,Architect,31.5,1,1,29608.49,Current,15,2025-03-02 12:09:11
T00004644,2025-03-02 15:42:16,10327.0,C0004646,M00354,retail,19.08,42,4,0,ACC20846331,DR,Rajkot,103.0.254.69,ATM,Government Employee,23.0,1,1,73826.17,Salary,15,2025-03-02 08:03:54
T00005468,2025-03-02 15:49:08,3938.000000000001,C0001383,M00012,retail,2.05,13,4,0,ACC87342561,DR,Ghaziabad,103.6.149.241,Mobile App,Self-employed,26.1,1,1,101240.41,Salary,15,2025-02-28 21:14:22
T00009790,2025-03-02 15:50:59,30145.0,C0002376,M00729,entertainment,54.06,41,11,1,ACC15646068,DR,Dhanbad,45.113.122.29,Mobile App,Nurse,20.7,3,3,-5376.72,Salary,15,2025-02-27 23:48:18
T00006830,2025-03-02 16:08:45,8497.0,C0004731,M00250,entertainment,4.31,33,5,0,ACC50814428,CR,Bangalore,103.5.190.178,Branch,Architect,26.2,1,1,59977.46,Salary,16,2025-03-02 03:58:06
T00008523,2025-03-02 16:10:35,1977.0,C0001587,M00958,travel,12.67,76,2,0,ACC92979370,CR,Aurangabad,103.5.85.79,ATM,IT Professional,29.4,1,1,121714.45,Recurring Deposit,16,2025-02-28 21:10:22
T00005024,2025-03-02 16:10:56,53224.0,C0002421,M00387,electronics,6.12,67,4,0,ACC85543051,CR,Bhopal,103.0.20.9,Mobile App,Sales Professional,31.7,1,1,22166.11,Recurring Deposit,16,2025-03-01 09:35:45
T00007689,2025-03-02 16:17:15,4488.0,C0001795,M00471,grocery,11.92,46,6,0,ACC17032877,DR,Ludhiana,103.5.214.38,Online,Manager,26.1,1,1,36192.01,Savings,16,2025-03-01 06:41:40
T00007234,2025-03-02 16:18:52,2913.0,C0000231,M00096,electronics,13.54,16,4,0,ACC77378254,DR,Vadodara,103.0.133.181,ATM,Accountant,23.8,1,1,73902.44,Recurring Deposit,16,2025-03-01 15:57:19
T00005894,2025-03-02 16:22:17,8571.0,C0003995,M00142,healthcare,14.31,43,4,0,ACC41510328,CR,Bangalore,103.2.70.30,Branch,Teacher,14.4,1,1,30983.68,Recurring Deposit,16,2025-03-02 05:40:20
T00006097,2025-03-02 16:23:27,5959.0,C0001237,M00946,retail,1.82,29,2,0,ACC39236638,CR,Chennai,103.7.20.200,Phone Banking,Doctor,10.4,1,1,74981.77,Savings,16,2025-03-01 01:18:39
T00007961,2025-03-02 16:25:27,28064.0,C0001128,M00807,retail,35.82,42,3,0,ACC47405107,CR,Kanpur,103.5.119.151,Branch,Nurse,24.7,1,1,23883.1,Current,16,2025-02-28 20:56:46
T00008016,2025-03-02 16:27:35,2623.0,C0001330,M00634,entertainment,6.34,48,0,0,ACC90524080,DR,Amritsar,103.2.141.13,Branch,Lawyer,19.1,1,1,58165.02,Salary,16,2025-03-02 06:52:03
T00000321,2025-03-02 16:34:38,9900.0,C0003221,M00558,electronics,12.54,44,4,0,ACC79760901,CR,Dhanbad,103.7.224.154,Phone Banking,Business Owner,26.3,1,1,86278.93,Recurring Deposit,16,2025-03-02 09:04:57
T00002703,2025-03-02 16:39:42,15197.0,C0003000,M00870,healthcare,0.25,25,7,0,ACC39161443,DR,Varanasi,45.115.71.65,Mobile App,Nurse,38.4,1,1,75561.8,Current,16,2025-03-01 21:26:46
T00006681,2025-03-02 16:41:34,7138.0,C0000948,M00985,grocery,3.25,51,4,0,ACC33193791,DR,Faridabad,45.114.148.248,Branch,Self-employed,37.3,1,1,16716.55,Savings,16,2025-02-28 17:37:04
T00004334,2025-03-02 16:42:18,8762.0,C0003565,M00226,utilities,2.9,76,1,0,ACC93816177,DR,Vadodara,103.3.126.202,ATM,Driver,9.8,1,1,52375.98,Savings,16,2025-03-02 11:45:57
T00005580,2025-03-02 16:51:37,36514.0,C0002105,M00894,retail,0.16,43,5,0,ACC59333209,DR,Vadodara,103.7.250.52,Branch,Homemaker,30.1,1,1,9293.19,Savings,16,2025-02-28 21:53:10
T00000469,2025-03-02 16:54:55,3070.0,C0004684,M00982,travel,8.96,38,3,0,ACC68718382,DR,Nagpur,103.7.1.248,ATM,Self-employed,29.3,1,1,98353.39,Current,16,2025-03-01 00:25:21
T00007909,2025-03-02 17:01:20,11948.0,C0000657,M00938,electronics,0.9,36,1,0,ACC73308406,CR,Mumbai,103.1.97.106,Online,Doctor,22.2,1,1,35848.18,Recurring Deposit,17,2025-03-01 16:18:55
T00006221,2025-03-02 17:02:03,5286.0,C0001778,M00703,healthcare,4.25,21,0,0,ACC97857309,DR,Amritsar,103.4.109.25,Branch,Business Owner,25.9,1,1,44680.52,Current,17,2025-03-02 06:56:32
T00006564,2025-03-02 17:05:36,5342.0,C0000926,M00867,entertainment,9.37,33,8,0,ACC75609379,DR,Patna,103.6.65.31,Branch,Manager,4.6,1,1,25592.52,Current,17,2025-03-01 00:59:59
T00007363,2025-03-02 17:11:06,3133.0,C0002954,M00256,travel,11.44,37,5,0,ACC27544302,DR,Vadodara,103.4.35.157,Phone Banking,Sales Professional,46.2,1,1,61427.67,Salary,17,2025-03-01 08:36:08
T00003708,2025-03-02 17:14:01,8343.0,C0000653,M00625,travel,1.46,31,2,1,ACC45002007,DR,Ghaziabad,103.3.54.168,Phone Banking,IT Professional,17.2,1,1,47327.28,Savings,17,2025-03-01 16:58:56
T00000811,2025-03-02 17:15:32,3517.0,C0003877,M00408,utilities,1.97,52,1,0,ACC13783268,CR,Nashik,45.115.133.32,Phone Banking,Sales Professional,35.7,1,1,47225.49,Recurring Deposit,17,2025-03-01 15:57:35
T00003618,2025-03-02 17:17:49,18033.0,C0004380,M00327,utilities,24.2,29,2,0,ACC72732043,CR,Dhanbad,45.114.4.166,Branch,Doctor,18.0,1,1,54433.86,Current,17,2025-03-02 12:56:25
T00003416,2025-03-02 17:27:49,12656.0,C0002398,M00320,entertainment,9.51,22,2,0,ACC14380847,CR,Varanasi,103.2.69.19,Mobile App,Consultant,14.6,1,1,67801.53,Savings,17,2025-03-01 18:04:21
T00003604,2025-03-02 17:41:33,11936.0,C0001310,M00105,entertainment,3.58,19,2,0,ACC25397719,CR,Chennai,45.114.163.218,ATM,Self-employed,23.3,1,1,38546.53,Salary,17,2025-02-28 22:25:05
T00003131,2025-03-02 17:43:18,5258.0,C0002331,M00805,utilities,7.15,55,0,0,ACC49148093,DR,Kanpur,45.113.94.97,Mobile App,Doctor,35.0,1,1,-6425.9,Savings,17,2025-03-02 08:41:46
T00004480,2025-03-02 17:46:45,1653.0,C0003447,M00138,electronics,10.04,63,5,0,ACC38859907,DR,Agra,103.2.44.12,Mobile App,Consultant,30.1,1,1,83182.04,Savings,17,2025-03-01 19:42:33
T00009951,2025-03-02 17:50:25,17174.0,C0000384,M00507,travel,6.76,22,11,1,ACC57623800,DR,Nagpur,103.4.237.70,Mobile App,Teacher,14.2,1,4,35844.5,Recurring Deposit,17,2025-02-27 23:48:18
T00005809,2025-03-02 17:51:47,4335.0,C0004773,M00419,entertainment,0.64,37,2,1,ACC38372352,DR,Ghaziabad,45.113.42.64,Branch,Student,20.8,1,1,81547.34,Salary,17,2025-03-02 15:25:38
T00009219,2025-03-02 17:59:57,3611.0,C0003900,M00973,utilities,0.26,68,3,0,ACC62013009,CR,Meerut,103.4.223.183,ATM,Homemaker,17.1,1,1,20792.11,Savings,17,2025-03-01 15:49:51
T00001384,2025-03-02 18:05:13,11467.0,C0001451,M00970,retail,4.75,46,1,0,ACC66824417,DR,Bhopal,45.112.121.222,Online,Government Employee,29.9,1,1,61623.94,Recurring Deposit,18,2025-03-01 09:46:34
T00005055,2025-03-02 18:13:28,1779.0,C0002776,M00981,electronics,9.96,41,3,0,ACC93821894,CR,Jaipur,45.112.244.202,Mobile App,Government Employee,17.2,1,1,10869.34,Savings,18,2025-03-01 18:57:53
